URL_ID,positive_score,negative_score,polarity_score,subjectivity_score,average_sentence_length,percentage_complex_words,fog_index,average_words_per_sentence,complex_word_count,word_count,syllable_count_per_word,personal_pronouns_count,average_word_length
blackassign0001,6,1,0.7142856122449125,0.042682926569006546,15.92,0.12562814070351758,6.418251256281407,15.92,50,398,1.5025125628140703,4,4.208542713567839
blackassign0002,55,31,0.2790697641968632,0.11700680256189551,21.194805194805195,0.2028186274509804,8.55904952890247,21.194805194805195,331,1632,1.7506127450980393,6,4.882352941176471
blackassign0003,38,24,0.22580644797086374,0.10420168049714003,21.821428571428573,0.27986906710310966,8.840519055412674,21.821428571428573,342,1222,1.9615384615384615,13,5.490180032733225
blackassign0004,36,75,-0.35135134818602387,0.1881355929014651,23.80392156862745,0.2644151565074135,9.627334690053948,23.80392156862745,321,1214,1.8723228995057661,5,5.313014827018122
blackassign0005,21,8,0.4482758466111777,0.08262108238569492,19.666666666666668,0.19556714471968709,7.944893524554542,19.666666666666668,150,767,1.7027379400260756,6,5.073011734028683
blackassign0006,86,26,0.5357142809311225,0.10789980721782291,23.670454545454547,0.2539606337013922,9.569766071662377,23.670454545454547,529,2083,1.8622179548727797,6,5.381180988958233
blackassign0007,23,44,-0.3134328311427936,0.14470842301358872,17.83050847457627,0.19866920152091255,7.2116710704388725,17.83050847457627,209,1052,1.6948669201520912,1,4.769961977186312
blackassign0008,29,9,0.5263157756232691,0.08539325823507134,18.95744680851064,0.30303030303030304,7.704190844616377,18.95744680851064,270,891,2.006734006734007,3,5.590347923681257
blackassign0009,38,50,-0.13636363481404962,0.15658362961461988,19.210526315789473,0.30319634703196346,7.805489065128575,19.210526315789473,332,1095,1.989041095890411,3,5.53972602739726
blackassign0010,60,68,-0.06249999951171876,0.18631732141729648,22.0625,0.228328611898017,8.916331444759207,22.0625,403,1765,1.7172804532577903,8,4.836827195467422
blackassign0011,60,19,0.518987335202692,0.10519307575873092,23.29850746268657,0.25112107623318386,9.419851415567901,23.29850746268657,392,1561,1.8609865470852018,3,5.284433055733504
blackassign0012,80,24,0.5384615332840237,0.12380952366213152,23.417721518987342,0.20324324324324325,9.448385904892234,23.417721518987342,376,1850,1.7735135135135136,2,5.138378378378379
blackassign0013,38,13,0.49019606881968497,0.19245282946244216,27.625,0.22926093514328807,11.141704374057316,27.625,152,663,1.7662141779788838,3,5.108597285067873
blackassign0014,0,0,0.0,0.0,24.0,0.08333333333333333,9.633333333333333,24.0,2,24,1.375,0,4.125
blackassign0015,34,27,0.11475409647944104,0.10032894720340634,23.16949152542373,0.2121433796634967,9.352653962034891,23.16949152542373,290,1367,1.7271397220190197,7,5.059985369422092
blackassign0016,34,27,0.11475409647944104,0.10032894720340634,23.16949152542373,0.2121433796634967,9.352653962034891,23.16949152542373,290,1367,1.7271397220190197,7,5.059985369422092
blackassign0017,43,12,0.56363635338843,0.09838998193490164,20.0,0.2161290322580645,8.086451612903225,20.0,268,1240,1.739516129032258,5,4.986290322580645
blackassign0018,32,10,0.5238095113378688,0.08251473461195534,27.568181818181817,0.21269579554822754,11.11235104549202,27.568181818181817,258,1213,1.731244847485573,1,4.998351195383347
blackassign0019,58,6,0.8124999873046878,0.07901234558146623,20.210526315789473,0.21197916666666666,8.169002192982456,20.210526315789473,407,1920,1.6776041666666666,5,4.797916666666667
blackassign0020,0,0,0.0,0.0,9.5,0.15789473684210525,3.863157894736842,9.5,3,19,1.631578947368421,0,4.842105263157895
blackassign0021,22,47,-0.36231883532871256,0.13320463294748142,23.73469387755102,0.234737747205503,9.58777264990261,23.73469387755102,273,1163,1.763542562338779,6,5.0223559759243335
blackassign0022,12,10,0.09090908677685969,0.1286549700078657,17.11111111111111,0.16883116883116883,6.911976911976912,17.11111111111111,78,462,1.6493506493506493,6,4.612554112554113
blackassign0023,28,15,0.30232557436452157,0.06718749989501953,24.333333333333332,0.15198956294846705,9.794129158512721,24.333333333333332,233,1533,1.6164383561643836,7,4.610567514677104
blackassign0024,23,3,0.7692307396449716,0.09558823494269031,31.8,0.19811320754716982,12.79924528301887,31.8,126,636,1.6776729559748427,1,4.790880503144654
blackassign0025,19,11,0.26666665777777804,0.06944444428369341,46.56,0.1331615120274914,18.677264604810997,46.56,155,1164,1.529209621993127,6,4.359965635738831
blackassign0026,23,14,0.24324323666910172,0.08295964106959722,24.78048780487805,0.19488188976377951,9.990147877856732,24.78048780487805,198,1016,1.6624015748031495,2,4.707677165354331
blackassign0027,24,26,-0.03999999920000002,0.09451795823342542,27.92452830188679,0.14054054054054055,11.226027536970934,27.92452830188679,208,1480,1.5033783783783783,27,4.277702702702703
blackassign0028,32,25,0.12280701538935061,0.11377245486272963,32.30769230769231,0.18095238095238095,12.995457875457877,32.30769230769231,228,1260,1.6396825396825396,10,4.825396825396825
blackassign0029,2,0,0.99999950000025,0.1818181652892577,19.0,0.15789473684210525,7.663157894736843,19.0,3,19,1.5789473684210527,0,4.7368421052631575
blackassign0030,60,37,0.23711339961738764,0.16412859532296345,20.525,0.14981729598051158,8.269926918392205,20.525,246,1642,1.52557856272838,7,4.297807551766139
blackassign0031,65,36,0.2871287100284286,0.11785297535839794,22.50588235294118,0.21223209618400418,9.087245779650074,22.50588235294118,406,1913,1.7475169890224778,3,4.899111343439624
blackassign0032,64,27,0.4065934021253472,0.13561847967866097,19.32608695652174,0.14510686164229472,7.788477527265613,19.32608695652174,258,1778,1.546681664791901,18,4.424071991001125
blackassign0033,58,23,0.43209876009754616,0.10671936744832758,25.142857142857142,0.1683884297520661,10.124498229043684,25.142857142857142,326,1936,1.5981404958677685,18,4.581611570247934
blackassign0034,45,23,0.3235294070069205,0.1254612543810678,25.446428571428573,0.1550877192982456,10.240606516290727,25.446428571428573,221,1425,1.5649122807017544,21,4.472280701754386
blackassign0035,27,12,0.384615374753452,0.1160714282259779,18.733333333333334,0.1933570581257414,7.57067615658363,18.733333333333334,163,843,1.6144721233689205,7,4.561091340450771
blackassign0036,0,0,0.0,0.0,15.0,0.13333333333333333,6.053333333333334,15.0,2,15,1.4,0,4.266666666666667
blackassign0037,38,13,0.49019606881968497,0.16088328024957957,22.25,0.1285892634207241,8.95143570536829,22.25,103,801,1.4831460674157304,2,4.372034956304619
blackassign0038,67,41,0.24074073851165984,0.112734864182949,29.82716049382716,0.17218543046357615,11.999738369716296,29.82716049382716,416,2416,1.6146523178807948,11,4.510761589403973
blackassign0039,46,63,-0.1559633013214376,0.12219730928004786,24.560439560439562,0.15615212527964206,9.886636674287683,24.560439560439562,349,2235,1.592393736017897,1,4.407158836689038
blackassign0040,36,22,0.24137930618311543,0.09797297280747809,22.5,0.21379310344827587,9.08551724137931,22.5,279,1305,1.735632183908046,10,5.02911877394636
blackassign0041,31,29,0.03333333277777779,0.10238907832356813,17.419753086419753,0.1630049610205528,7.033103218976122,17.419753086419753,230,1411,1.5804394046775336,6,4.462792345854004
blackassign0042,60,24,0.4285714234693878,0.13228346435860872,29.459016393442624,0.1530328324986088,11.844819690376495,29.459016393442624,275,1797,1.5698386199220924,32,4.512520868113523
blackassign0043,1,0,0.9999990000010001,0.09090908264462885,22.0,0.13636363636363635,8.854545454545455,22.0,3,22,1.4545454545454546,0,4.181818181818182
blackassign0044,26,0,0.9999999615384629,0.09961685785587411,25.90909090909091,0.20175438596491227,10.44433811802233,25.90909090909091,115,570,1.7333333333333334,0,4.975438596491228
blackassign0045,80,39,0.3445378122307747,0.1652777775482253,210.33333333333334,0.14474379292128897,84.19123085050185,210.33333333333334,274,1893,1.5414685684099314,16,4.593766508188061
blackassign0046,20,0,0.9999999500000024,0.056338028010315414,18.955555555555556,0.1910902696365768,7.658658330076853,18.955555555555556,163,853,1.6166471277842906,0,4.628370457209847
blackassign0047,14,6,0.399999980000001,0.0564971749816464,20.25,0.22962962962962963,8.191851851851853,20.25,186,810,1.7592592592592593,1,4.891358024691358
blackassign0048,0,3,-0.9999996666667778,0.03947368369113574,29.857142857142858,0.22009569377990432,12.030895420369106,29.857142857142858,46,209,1.7751196172248804,2,4.866028708133971
blackassign0049,0,0,0.0,0.0,15.0,0.13333333333333333,6.053333333333334,15.0,2,15,1.4,0,4.266666666666667
blackassign0050,24,68,-0.47826086436672977,0.14197530842287762,27.836363636363636,0.16786414108425865,11.201691110979159,27.836363636363636,257,1531,1.6250816459830177,2,4.704114957544089
blackassign0051,17,14,0.09677419042663901,0.09337349369465815,27.896551724137932,0.17428924598269468,11.228336388048252,27.896551724137932,141,809,1.6316440049443757,5,4.573547589616811
blackassign0052,57,37,0.2127659551833409,0.1198979590307424,19.577981651376145,0.1527647610121837,7.892298564955332,19.577981651376145,326,2134,1.5515463917525774,10,4.415651358950328
blackassign0053,40,3,0.8604650962682536,0.14098360609513572,17.348837209302324,0.1769436997319035,7.010312363613692,17.348837209302324,132,746,1.6501340482573728,4,4.620643431635389
blackassign0054,4,1,0.599999880000024,0.026737967771454717,26.0,0.14182692307692307,10.45673076923077,26.0,59,416,1.5288461538461537,0,4.600961538461538
blackassign0055,23,8,0.4838709521331951,0.0820105817936228,26.941176470588236,0.13537117903930132,10.830619059851015,26.941176470588236,124,916,1.5207423580786026,4,4.387554585152839
blackassign0056,13,8,0.23809522675737013,0.08571428536443149,28.57894736842105,0.20257826887661143,11.512610254919066,28.57894736842105,110,543,1.6998158379373849,1,4.723756906077348
blackassign0057,15,9,0.24999998958333375,0.15483870867845995,16.22222222222222,0.14383561643835616,6.546423135464231,16.22222222222222,63,438,1.591324200913242,0,4.664383561643835
blackassign0058,5,0,0.99999980000004,0.05882352871972319,17.7,0.22598870056497175,7.170395480225989,17.7,40,177,1.807909604519774,1,5.0
blackassign0059,22,37,-0.25423728382648675,0.17824773360046003,17.21818181818182,0.12671594508975711,6.9379591053086305,17.21818181818182,120,947,1.4667370644139388,19,4.166842661034847
blackassign0060,9,2,0.636363578512402,0.13924050456657588,22.555555555555557,0.12807881773399016,9.073453749315819,22.555555555555557,26,203,1.5320197044334976,1,4.403940886699507
blackassign0061,33,11,0.4999999886363639,0.12903225768612242,24.548387096774192,0.20893561103810776,9.90292908312492,24.548387096774192,159,761,1.7542706964520367,0,5.113009198423128
blackassign0062,1,7,-0.7499999062500118,0.13333333111111115,28.666666666666668,0.12209302325581395,11.515503875968994,28.666666666666668,21,172,1.4825581395348837,5,4.348837209302325
blackassign0063,9,25,-0.47058822145328766,0.2394366180321365,19.045454545454547,0.13842482100238662,7.673551746582774,19.045454545454547,58,419,1.5107398568019093,6,4.353221957040573
blackassign0064,25,49,-0.32432431994156324,0.08820023827389721,26.68918918918919,0.20860759493670886,10.75911871365036,26.68918918918919,412,1975,1.6815189873417722,16,4.787848101265823
blackassign0065,43,22,0.32307691810650896,0.09065550893911366,27.594202898550726,0.13130252100840337,11.090202167823653,27.594202898550726,250,1904,1.502626050420168,20,4.426470588235294
blackassign0066,34,25,0.15254237029589204,0.09076923062958579,20.463414634146343,0.14243146603098927,8.242338440070933,20.463414634146343,239,1678,1.5154946364719906,18,4.340882002383791
blackassign0067,24,7,0.5483870790842877,0.09999999967741936,15.725806451612904,0.13025641025641024,6.342425144747725,15.725806451612904,127,975,1.4882051282051283,1,4.114871794871795
blackassign0068,42,7,0.7142856997084551,0.09551656901458759,24.545454545454547,0.11975308641975309,9.86608305274972,24.545454545454547,194,1620,1.4314814814814816,4,4.087654320987654
blackassign0069,31,6,0.6756756574141715,0.2102272715327996,33.125,0.15660377358490565,13.312641509433963,33.125,83,530,1.490566037735849,8,4.264150943396227
blackassign0070,40,16,0.42857142091836753,0.07320261428339528,26.028985507246375,0.18040089086859687,10.48375455924599,26.028985507246375,324,1796,1.6475501113585747,8,4.672605790645879
blackassign0071,23,73,-0.5208333279079862,0.24999999934895833,15.223684210526315,0.12791702679343128,6.140640494927899,15.223684210526315,148,1157,1.4762316335350043,13,4.203111495246326
blackassign0072,65,23,0.47727272184917363,0.17777777741863077,16.8375,0.11432813659985153,6.7807312546399405,16.8375,154,1347,1.4305864884929473,5,4.131403118040089
blackassign0073,22,35,-0.2280701714373654,0.11585365830111045,26.302325581395348,0.1246684350132626,10.570797606563445,26.302325581395348,141,1131,1.490716180371353,5,4.447391688770999
blackassign0074,23,23,0.0,0.08966861580961283,20.766666666666666,0.19341894060995185,8.384034242910648,20.766666666666666,241,1246,1.6902086677367576,9,4.688603531300161
blackassign0075,22,77,-0.5555555499438833,0.25063291075789135,16.19178082191781,0.13028764805414553,6.528827387988783,16.19178082191781,154,1182,1.4864636209813875,15,4.238578680203045
blackassign0076,20,11,0.29032257127991706,0.10231023068544479,26.103448275862068,0.14927344782034346,10.501088689472965,26.103448275862068,113,757,1.5416116248348746,5,4.420079260237781
blackassign0077,8,6,0.14285713265306196,0.10294117571366783,30.09090909090909,0.1540785498489426,12.097995056303214,30.09090909090909,51,331,1.5589123867069485,0,4.513595166163142
blackassign0078,24,18,0.1428571394557824,0.11413043447247165,34.333333333333336,0.18325242718446602,13.80663430420712,34.333333333333336,151,824,1.6820388349514563,0,4.839805825242719
blackassign0079,20,31,-0.21568627028066137,0.09289617469417819,24.696428571428573,0.16413593637020968,9.944225803119513,24.696428571428573,227,1383,1.5697758496023138,6,4.587852494577007
blackassign0080,36,10,0.5652173790170135,0.02601809953279519,20.4,0.14605329311211665,8.218421317244847,20.4,581,3978,1.5281548516842633,2,4.361990950226244
blackassign0081,36,49,-0.1529411746712803,0.10939510925431775,23.14457831325301,0.16605934409161896,9.324255062937851,23.14457831325301,319,1921,1.5960437272254033,12,4.610098906819365
blackassign0082,28,62,-0.37777777358024694,0.11718749984741211,28.06779661016949,0.21739130434782608,11.314075165806926,28.06779661016949,360,1656,1.7608695652173914,1,4.981884057971015
blackassign0083,0,0,0.0,0.0,15.0,0.13333333333333333,6.053333333333334,15.0,2,15,1.5333333333333334,0,4.666666666666667
blackassign0084,1,0,0.9999990000010001,0.08333332638888948,11.0,0.22727272727272727,4.490909090909091,11.0,5,22,1.5909090909090908,0,4.681818181818182
blackassign0085,35,34,0.014492753413148502,0.0998552820552022,16.858333333333334,0.1606524962926347,6.807594331850388,16.858333333333334,325,2023,1.5392980721700444,6,4.51161641127039
blackassign0086,53,15,0.5588235211937718,0.08947368409279778,21.065934065934066,0.1554512258737611,8.488554116723131,21.065934065934066,298,1917,1.5571205007824727,5,4.469483568075117
blackassign0087,30,34,-0.062499999023437516,0.127999999744,25.847826086956523,0.1471825063078217,10.39800343730574,25.847826086956523,175,1189,1.5744322960470984,3,4.571909167367536
blackassign0088,15,44,-0.4915254153978743,0.07177615563044264,31.65,0.2027382833070037,12.741095313322802,31.65,385,1899,1.718272775144813,1,4.850974196945761
blackassign0089,16,42,-0.4482758543400715,0.13302752263067083,22.416666666666668,0.1579925650557621,9.029863692688972,22.416666666666668,170,1076,1.612453531598513,5,4.595724907063197
blackassign0090,35,48,-0.15662650413703008,0.1624266141635487,18.438356164383563,0.14710252600297177,7.434183476154614,18.438356164383563,198,1346,1.5297176820208023,37,4.424219910846954
blackassign0091,24,27,-0.05882352825836219,0.1078224099200372,31.756756756756758,0.17957446808510638,12.774532489936746,31.756756756756758,211,1175,1.6425531914893616,12,4.727659574468085
blackassign0092,1,0,0.9999990000010001,0.09999999000000101,22.0,0.13636363636363635,8.854545454545455,22.0,3,22,1.5,0,4.409090909090909
blackassign0093,4,3,0.1428571224489825,0.09722222087191361,21.2,0.12264150943396226,8.529056603773585,21.2,26,212,1.4433962264150944,2,4.165094339622642
blackassign0094,32,49,-0.20987654061880814,0.15027829285662656,20.41269841269841,0.1469673405909798,8.223866301315757,20.41269841269841,189,1286,1.5381026438569207,13,4.385692068429238
blackassign0095,8,25,-0.5151514995408637,0.11111111073699963,20.857142857142858,0.16164383561643836,8.407514677103718,20.857142857142858,118,730,1.593150684931507,4,4.5
blackassign0096,27,57,-0.35714285289115655,0.154128440084168,24.34,0.209531635168447,9.819812654067379,24.34,255,1217,1.71405094494659,4,4.944124897288414
blackassign0097,21,35,-0.24999999553571436,0.1362530410310145,31.789473684210527,0.125,12.765789473684212,31.789473684210527,151,1208,1.4660596026490067,7,4.310430463576159
blackassign0098,1,0,0.9999990000010001,0.01075268805642271,35.4,0.1638418079096045,14.225536723163842,35.4,29,177,1.6497175141242937,0,4.711864406779661
blackassign0099,0,0,0.0,0.0,9.5,0.21052631578947367,3.88421052631579,9.5,4,19,1.6842105263157894,0,4.894736842105263
blackassign0100,1,0,0.9999990000010001,0.11111109876543349,10.5,0.09523809523809523,4.238095238095238,10.5,2,21,1.380952380952381,0,4.190476190476191
